manufacturer_slug,name,year_released,year_discontinued,category,target_use,is_current,cell_count,line_material,riser_config,manufacturer_url,description,size_label,flat_area_m2,flat_span_m,flat_aspect_ratio,proj_area_m2,proj_span_m,proj_aspect_ratio,wing_weight_kg,ptv_min_kg,ptv_max_kg,speed_trim_kmh,speed_max_kmh,glide_ratio_best,min_sink_ms,cert_standard,cert_classification,cert_test_lab,cert_test_date,cert_report_url
advance,EPSILON DLS,2022,,paraglider,intermediate,true,47,aramid ProDry unsheathed (gallery),"3-liner (split-A, ECS)",https://www.advance.swiss/en/products/paragliders/epsilon-dls,"10th-gen EPSILON in DLS construction. Low-B ideal for post-school XC, hike-to-fly and travel. EN/LTF B.",22,22.0,10.63,5.14,18.5,8.23,3.67,3.65,55,77,,,,,EN,B,,,
advance,EPSILON DLS,2022,,paraglider,intermediate,true,47,aramid ProDry unsheathed (gallery),"3-liner (split-A, ECS)",https://www.advance.swiss/en/products/paragliders/epsilon-dls,"10th-gen EPSILON in DLS construction. Low-B ideal for post-school XC, hike-to-fly and travel. EN/LTF B.",24,23.7,11.05,5.14,20.0,8.56,3.67,3.85,67,90,,,,,EN,B,,,
advance,EPSILON DLS,2022,,paraglider,intermediate,true,47,aramid ProDry unsheathed (gallery),"3-liner (split-A, ECS)",https://www.advance.swiss/en/products/paragliders/epsilon-dls,"10th-gen EPSILON in DLS construction. Low-B ideal for post-school XC, hike-to-fly and travel. EN/LTF B.",26,25.7,11.5,5.14,21.7,8.91,3.67,4.1,79,103,,,,,EN,B,,,
advance,EPSILON DLS,2022,,paraglider,intermediate,true,47,aramid ProDry unsheathed (gallery),"3-liner (split-A, ECS)",https://www.advance.swiss/en/products/paragliders/epsilon-dls,"10th-gen EPSILON in DLS construction. Low-B ideal for post-school XC, hike-to-fly and travel. EN/LTF B.",28,27.6,11.92,5.14,23.3,9.23,3.67,4.35,91,118,,,,,EN,B,,,
advance,EPSILON DLS,2022,,paraglider,intermediate,true,47,aramid ProDry unsheathed (gallery),"3-liner (split-A, ECS)",https://www.advance.swiss/en/products/paragliders/epsilon-dls,"10th-gen EPSILON in DLS construction. Low-B ideal for post-school XC, hike-to-fly and travel. EN/LTF B.",30,29.6,12.34,5.14,24.9,9.56,3.67,4.6,105,135,,,,,EN,B,,,
advance,THETA ULS,2024,,paraglider,hike_to_fly,true,59,aramid ProDry unsheathed,3-liner (C-handles),https://www.advance.swiss/en/products/paragliders/theta-uls,Ultra-light Mid-B adventure tourer from 3.10 kg. ULS construction from OMEGA ULS. EN/LTF B.,21,21.52,10.79,5.41,18.26,8.55,4.01,3.1,55,73,,,,,EN,B,,,
advance,THETA ULS,2024,,paraglider,hike_to_fly,true,59,aramid ProDry unsheathed,3-liner (C-handles),https://www.advance.swiss/en/products/paragliders/theta-uls,Ultra-light Mid-B adventure tourer from 3.10 kg. ULS construction from OMEGA ULS. EN/LTF B.,23,23.33,11.23,5.41,19.8,8.91,4.01,3.35,65,85,,,,,EN,B,,,
advance,THETA ULS,2024,,paraglider,hike_to_fly,true,59,aramid ProDry unsheathed,3-liner (C-handles),https://www.advance.swiss/en/products/paragliders/theta-uls,Ultra-light Mid-B adventure tourer from 3.10 kg. ULS construction from OMEGA ULS. EN/LTF B.,25,25.42,11.73,5.41,21.58,9.3,4.01,3.55,78,99,,,,,EN,B,,,
advance,THETA ULS,2024,,paraglider,hike_to_fly,true,59,aramid ProDry unsheathed,3-liner (C-handles),https://www.advance.swiss/en/products/paragliders/theta-uls,Ultra-light Mid-B adventure tourer from 3.10 kg. ULS construction from OMEGA ULS. EN/LTF B.,27,27.33,12.16,5.41,23.2,9.64,4.01,3.8,90,112,,,,,EN,B,,,
advance,THETA ULS,2024,,paraglider,hike_to_fly,true,59,aramid ProDry unsheathed,3-liner (C-handles),https://www.advance.swiss/en/products/paragliders/theta-uls,Ultra-light Mid-B adventure tourer from 3.10 kg. ULS construction from OMEGA ULS. EN/LTF B.,29,29.13,12.55,5.41,24.73,9.95,4.01,4.0,102,125,,,,,EN,B,,,
advance,IOTA DLS,2022,,paraglider,xc,true,59,aramid ProDry unsheathed,3-liner (C-handles),https://www.advance.swiss/en/products/paragliders/iota-dls,"High-B XC DLS paraglider. 3×3D shaping, mini-ribs, Pitch-Control-System. EN/LTF B.",21,21.78,11.05,5.6,18.57,9.11,4.46,3.9,60,77,,,,,EN,B,,,
advance,IOTA DLS,2022,,paraglider,xc,true,59,aramid ProDry unsheathed,3-liner (C-handles),https://www.advance.swiss/en/products/paragliders/iota-dls,"High-B XC DLS paraglider. 3×3D shaping, mini-ribs, Pitch-Control-System. EN/LTF B.",23,23.48,11.48,5.6,19.94,9.44,4.47,4.1,70,88,,,,,EN,B,,,
advance,IOTA DLS,2022,,paraglider,xc,true,59,aramid ProDry unsheathed,3-liner (C-handles),https://www.advance.swiss/en/products/paragliders/iota-dls,"High-B XC DLS paraglider. 3×3D shaping, mini-ribs, Pitch-Control-System. EN/LTF B.",25,25.18,11.88,5.6,21.39,9.78,4.47,4.35,80,100,,,,,EN,B,,,
advance,IOTA DLS,2022,,paraglider,xc,true,59,aramid ProDry unsheathed,3-liner (C-handles),https://www.advance.swiss/en/products/paragliders/iota-dls,"High-B XC DLS paraglider. 3×3D shaping, mini-ribs, Pitch-Control-System. EN/LTF B.",27,27.23,12.36,5.6,23.13,10.17,4.47,4.6,92,114,,,,,EN,B,,,
advance,IOTA DLS,2022,,paraglider,xc,true,59,aramid ProDry unsheathed,3-liner (C-handles),https://www.advance.swiss/en/products/paragliders/iota-dls,"High-B XC DLS paraglider. 3×3D shaping, mini-ribs, Pitch-Control-System. EN/LTF B.",29,29.24,12.8,5.6,24.83,10.54,4.47,4.9,105,128,,,,,EN,B,,,
advance,SIGMA DLS,2024,,paraglider,xc,true,65,aramid ProDry unsheathed,3-liner (C-handles),https://www.advance.swiss/en/products/paragliders/sigma-dls,"12th-gen SIGMA DLS. 65 cells, AR 6.1. Nitinol leading-edge mini ribs. EN/LTF C.",20,20.36,11.14,6.1,17.35,8.84,4.5,3.7,57,75,,,,,EN,C,,,
advance,SIGMA DLS,2024,,paraglider,xc,true,65,aramid ProDry unsheathed,3-liner (C-handles),https://www.advance.swiss/en/products/paragliders/sigma-dls,"12th-gen SIGMA DLS. 65 cells, AR 6.1. Nitinol leading-edge mini ribs. EN/LTF C.",22,21.96,11.57,6.1,18.71,9.18,4.5,3.9,68,87,,,,,EN,C,,,
advance,SIGMA DLS,2024,,paraglider,xc,true,65,aramid ProDry unsheathed,3-liner (C-handles),https://www.advance.swiss/en/products/paragliders/sigma-dls,"12th-gen SIGMA DLS. 65 cells, AR 6.1. Nitinol leading-edge mini ribs. EN/LTF C.",24,23.53,11.98,6.1,20.05,9.5,4.5,4.1,80,100,,,,,EN,C,,,
advance,SIGMA DLS,2024,,paraglider,xc,true,65,aramid ProDry unsheathed,3-liner (C-handles),https://www.advance.swiss/en/products/paragliders/sigma-dls,"12th-gen SIGMA DLS. 65 cells, AR 6.1. Nitinol leading-edge mini ribs. EN/LTF C.",26,25.47,12.46,6.1,21.7,9.88,4.5,4.35,92,114,,,,,EN,C,,,
advance,SIGMA DLS,2024,,paraglider,xc,true,65,aramid ProDry unsheathed,3-liner (C-handles),https://www.advance.swiss/en/products/paragliders/sigma-dls,"12th-gen SIGMA DLS. 65 cells, AR 6.1. Nitinol leading-edge mini ribs. EN/LTF C.",28,27.34,12.91,6.1,23.3,10.24,4.5,4.6,105,128,,,,,EN,C,,,
advance,TAU DLS,2026,,paraglider,competition,true,73,aramid ProDry unsheathed,2-liner (C/B-handles),https://www.advance.swiss/en/products/paragliders/tau-dls,"High-end EN-C 2-liner from 4.0 kg. 73 cells, AR 6.5. First deliveries April 2026. EN/LTF C.",19,19.0,11.11,6.5,,,,4.0,60,77,,,,,EN,C,,,
advance,TAU DLS,2026,,paraglider,competition,true,73,aramid ProDry unsheathed,2-liner (C/B-handles),https://www.advance.swiss/en/products/paragliders/tau-dls,"High-end EN-C 2-liner from 4.0 kg. 73 cells, AR 6.5. First deliveries April 2026. EN/LTF C.",20,20.0,11.4,6.5,,,,4.2,68,85,,,,,EN,C,,,
advance,TAU DLS,2026,,paraglider,competition,true,73,aramid ProDry unsheathed,2-liner (C/B-handles),https://www.advance.swiss/en/products/paragliders/tau-dls,"High-end EN-C 2-liner from 4.0 kg. 73 cells, AR 6.5. First deliveries April 2026. EN/LTF C.",21,21.0,11.68,6.5,,,,4.4,77,95,,,,,EN,C,,,
advance,TAU DLS,2026,,paraglider,competition,true,73,aramid ProDry unsheathed,2-liner (C/B-handles),https://www.advance.swiss/en/products/paragliders/tau-dls,"High-end EN-C 2-liner from 4.0 kg. 73 cells, AR 6.5. First deliveries April 2026. EN/LTF C.",22,22.0,11.96,6.5,,,,4.6,85,105,,,,,EN,C,,,
advance,TAU DLS,2026,,paraglider,competition,true,73,aramid ProDry unsheathed,2-liner (C/B-handles),https://www.advance.swiss/en/products/paragliders/tau-dls,"High-end EN-C 2-liner from 4.0 kg. 73 cells, AR 6.5. First deliveries April 2026. EN/LTF C.",24,24.0,12.49,6.5,,,,4.9,95,116,,,,,EN,C,,,
advance,TAU DLS,2026,,paraglider,competition,true,73,aramid ProDry unsheathed,2-liner (C/B-handles),https://www.advance.swiss/en/products/paragliders/tau-dls,"High-end EN-C 2-liner from 4.0 kg. 73 cells, AR 6.5. First deliveries April 2026. EN/LTF C.",27,27.0,13.25,6.5,,,,5.4,110,127,,,,,EN,C,,,
advance,OMEGA ULS,2023,,paraglider,competition,true,,aramid ProDry unsheathed,"2-liner (A/B, lightweight risers)",https://www.advance.swiss/en/products/paragliders/omega-uls,Ultra-light EN-D race glider from 3.05 kg. ULS construction. X-Alps podium wing. EN/LTF D.,21,20.7,11.87,6.81,17.4,9.38,5.06,3.05,65,80,,,,,EN,D,,,
advance,OMEGA ULS,2023,,paraglider,competition,true,,aramid ProDry unsheathed,"2-liner (A/B, lightweight risers)",https://www.advance.swiss/en/products/paragliders/omega-uls,Ultra-light EN-D race glider from 3.05 kg. ULS construction. X-Alps podium wing. EN/LTF D.,22,21.54,12.11,6.81,18.1,9.56,5.05,3.15,75,90,,,,,EN,D,,,
advance,OMEGA ULS,2023,,paraglider,competition,true,,aramid ProDry unsheathed,"2-liner (A/B, lightweight risers)",https://www.advance.swiss/en/products/paragliders/omega-uls,Ultra-light EN-D race glider from 3.05 kg. ULS construction. X-Alps podium wing. EN/LTF D.,23,22.48,12.37,6.81,18.9,9.74,5.02,3.25,85,100,,,,,EN,D,,,
advance,OMEGA ULS,2023,,paraglider,competition,true,,aramid ProDry unsheathed,"2-liner (A/B, lightweight risers)",https://www.advance.swiss/en/products/paragliders/omega-uls,Ultra-light EN-D race glider from 3.05 kg. ULS construction. X-Alps podium wing. EN/LTF D.,24,23.75,12.71,6.81,19.96,10.04,5.05,3.4,95,113,,,,,EN,D,,,
advance,BIBETA 6,2016,,paraglider,tandem,true,53,aramid Edelrid Magix Pro uncovered,3+1 riser tandem,https://www.advance.swiss/en/products/paragliders/bibeta-6,"Professional tandem EN-B. From 6.7 kg. 3-liner risers, trimmers, Vary-Grip big ears. EN/LTF B.",38,38.1,14.4,5.45,32.3,,4.0,6.7,100,180,,,,,EN,B,,,
advance,BIBETA 6,2016,,paraglider,tandem,true,53,aramid Edelrid Magix Pro uncovered,3+1 riser tandem,https://www.advance.swiss/en/products/paragliders/bibeta-6,"Professional tandem EN-B. From 6.7 kg. 3-liner risers, trimmers, Vary-Grip big ears. EN/LTF B.",41,40.8,14.9,5.45,34.5,,4.0,6.95,120,225,,,,,EN,B,,,
advance,PI ULS,2025,,paraglider,hike_and_fly,true,35,aramid ProDry unsheathed (softlinks),2-liner (A/B lightweight risers),https://www.advance.swiss/en/products/paragliders/pi-uls,"4th-gen PI. Ultra-light ULS thermal/hike-and-fly/mini-wing. 7 sizes 14–26 m², from 1.65 kg. EN A/B/C/D load-dependent.",14,14.0,7.94,4.5,12.3,6.54,3.48,1.65,50,90,,,,,EN,,,,
advance,PI ULS,2025,,paraglider,hike_and_fly,true,35,aramid ProDry unsheathed (softlinks),2-liner (A/B lightweight risers),https://www.advance.swiss/en/products/paragliders/pi-uls,"4th-gen PI. Ultra-light ULS thermal/hike-and-fly/mini-wing. 7 sizes 14–26 m², from 1.65 kg. EN A/B/C/D load-dependent.",16,16.0,8.49,4.5,14.0,6.99,3.49,1.85,50,90,,,,,EN,A,,,
advance,PI ULS,2025,,paraglider,hike_and_fly,true,35,aramid ProDry unsheathed (softlinks),2-liner (A/B lightweight risers),https://www.advance.swiss/en/products/paragliders/pi-uls,"4th-gen PI. Ultra-light ULS thermal/hike-and-fly/mini-wing. 7 sizes 14–26 m², from 1.65 kg. EN A/B/C/D load-dependent.",18,18.0,9.0,4.5,15.8,7.45,3.51,2.1,50,95,,,,,EN,A,,,
advance,PI ULS,2025,,paraglider,hike_and_fly,true,35,aramid ProDry unsheathed (softlinks),2-liner (A/B lightweight risers),https://www.advance.swiss/en/products/paragliders/pi-uls,"4th-gen PI. Ultra-light ULS thermal/hike-and-fly/mini-wing. 7 sizes 14–26 m², from 1.65 kg. EN A/B/C/D load-dependent.",20,20.0,9.49,4.5,17.6,7.86,3.51,2.35,58,95,,,,,EN,B,,,
advance,PI ULS,2025,,paraglider,hike_and_fly,true,35,aramid ProDry unsheathed (softlinks),2-liner (A/B lightweight risers),https://www.advance.swiss/en/products/paragliders/pi-uls,"4th-gen PI. Ultra-light ULS thermal/hike-and-fly/mini-wing. 7 sizes 14–26 m², from 1.65 kg. EN A/B/C/D load-dependent.",22,22.0,9.95,4.5,19.4,8.26,3.51,2.6,67,103,,,,,EN,B,,,
advance,PI ULS,2025,,paraglider,hike_and_fly,true,35,aramid ProDry unsheathed (softlinks),2-liner (A/B lightweight risers),https://www.advance.swiss/en/products/paragliders/pi-uls,"4th-gen PI. Ultra-light ULS thermal/hike-and-fly/mini-wing. 7 sizes 14–26 m², from 1.65 kg. EN A/B/C/D load-dependent.",24,24.0,10.39,4.5,21.1,8.63,3.53,2.85,76,112,,,,,EN,C,,,
advance,PI ULS,2025,,paraglider,hike_and_fly,true,35,aramid ProDry unsheathed (softlinks),2-liner (A/B lightweight risers),https://www.advance.swiss/en/products/paragliders/pi-uls,"4th-gen PI. Ultra-light ULS thermal/hike-and-fly/mini-wing. 7 sizes 14–26 m², from 1.65 kg. EN A/B/C/D load-dependent.",26,26.0,10.82,4.5,22.9,8.99,3.53,3.1,85,119,,,,,EN,D,,,
advance,PIBI,2022,,paraglider,tandem,true,,,3-liner tandem (lightweight risers),https://www.advance.swiss/en/products/paragliders/pibi,"Light tandem for hike-and-fly. Single 37 m² size, 4.8 kg. EN/LTF B.",37,37.0,,,,,,4.8,100,180,,,,,EN,B,,,
advance,ALPHA 7,2019,2024,paraglider,school,false,38,polyester/aramid sheathed,3-liner (split-A),https://www.advance.swiss/en/services/downloads,"7th-gen entry-level. Sliced Diagonals, 3D shaping, extended weight ranges. EN/LTF A.",22,22.1,10.4,4.8,19.2,8.4,3.7,4.2,50,85,,,,,EN,A,,,
advance,ALPHA 7,2019,2024,paraglider,school,false,38,polyester/aramid sheathed,3-liner (split-A),https://www.advance.swiss/en/services/downloads,"7th-gen entry-level. Sliced Diagonals, 3D shaping, extended weight ranges. EN/LTF A.",24,24.0,10.8,4.8,20.8,8.7,3.6,4.5,60,95,,,,,EN,A,,,
advance,ALPHA 7,2019,2024,paraglider,school,false,38,polyester/aramid sheathed,3-liner (split-A),https://www.advance.swiss/en/services/downloads,"7th-gen entry-level. Sliced Diagonals, 3D shaping, extended weight ranges. EN/LTF A.",26,26.1,11.3,4.8,22.4,9.0,3.6,4.75,70,110,,,,,EN,A,,,
advance,ALPHA 7,2019,2024,paraglider,school,false,38,polyester/aramid sheathed,3-liner (split-A),https://www.advance.swiss/en/services/downloads,"7th-gen entry-level. Sliced Diagonals, 3D shaping, extended weight ranges. EN/LTF A.",28,28.5,11.8,4.8,24.4,9.4,3.6,5.15,85,125,,,,,EN,A,,,
advance,ALPHA 7,2019,2024,paraglider,school,false,38,polyester/aramid sheathed,3-liner (split-A),https://www.advance.swiss/en/services/downloads,"7th-gen entry-level. Sliced Diagonals, 3D shaping, extended weight ranges. EN/LTF A.",31,31.9,12.5,4.8,27.4,9.9,3.6,5.7,100,145,,,,,EN,A,,,
advance,ALPHA 6,2015,2019,paraglider,school,false,39,polyester/aramid sheathed,3-liner (split-A),https://www.advance.swiss/en/services/downloads,"6th-gen entry-level. Air Scoop, 35% fewer lines. EN/LTF A.",22,22.1,10.3,4.8,19.1,8.4,3.7,4.35,50,85,,,,,EN,A,,,
advance,ALPHA 6,2015,2019,paraglider,school,false,39,polyester/aramid sheathed,3-liner (split-A),https://www.advance.swiss/en/services/downloads,"6th-gen entry-level. Air Scoop, 35% fewer lines. EN/LTF A.",24,24.0,10.7,4.8,20.7,8.7,3.7,4.6,60,95,,,,,EN,A,,,
advance,ALPHA 6,2015,2019,paraglider,school,false,39,polyester/aramid sheathed,3-liner (split-A),https://www.advance.swiss/en/services/downloads,"6th-gen entry-level. Air Scoop, 35% fewer lines. EN/LTF A.",26,26.1,11.2,4.8,22.3,8.9,3.6,4.75,70,110,,,,,EN,A,,,
advance,ALPHA 6,2015,2019,paraglider,school,false,39,polyester/aramid sheathed,3-liner (split-A),https://www.advance.swiss/en/services/downloads,"6th-gen entry-level. Air Scoop, 35% fewer lines. EN/LTF A.",28,28.5,11.7,4.8,24.4,9.3,3.6,5.25,85,125,,,,,EN,A,,,
advance,ALPHA 6,2015,2019,paraglider,school,false,39,polyester/aramid sheathed,3-liner (split-A),https://www.advance.swiss/en/services/downloads,"6th-gen entry-level. Air Scoop, 35% fewer lines. EN/LTF A.",31,31.9,12.4,4.8,27.3,9.9,3.6,5.75,100,145,,,,,EN,A,,,
advance,ALPHA 5,2011,2015,paraglider,school,false,37,polyester/aramid sheathed,3-liner,https://www.advance.swiss/en/services/downloads,"5th-gen entry-level. Ring-Raff System, Smart Sail. EN/LTF A.",23,23.0,10.4,4.7,19.9,8.4,3.5,4.5,55,90,,,,,EN,A,,,
advance,ALPHA 5,2011,2015,paraglider,school,false,37,polyester/aramid sheathed,3-liner,https://www.advance.swiss/en/services/downloads,"5th-gen entry-level. Ring-Raff System, Smart Sail. EN/LTF A.",26,26.0,11.0,4.7,22.4,8.9,3.5,5.0,70,110,,,,,EN,A,,,
advance,ALPHA 5,2011,2015,paraglider,school,false,37,polyester/aramid sheathed,3-liner,https://www.advance.swiss/en/services/downloads,"5th-gen entry-level. Ring-Raff System, Smart Sail. EN/LTF A.",28,28.0,11.5,4.7,24.2,9.3,3.6,5.4,85,125,,,,,EN,A,,,
advance,ALPHA 5,2011,2015,paraglider,school,false,37,polyester/aramid sheathed,3-liner,https://www.advance.swiss/en/services/downloads,"5th-gen entry-level. Ring-Raff System, Smart Sail. EN/LTF A.",31,31.0,12.1,4.7,26.7,9.8,3.6,6.0,100,145,,,,,EN,A,,,
advance,EPSILON 9,2019,2022,paraglider,intermediate,false,47,polyester/aramid sheathed,"3-liner (split-A, ECS)",https://www.advance.swiss/en/services/downloads,"9th-gen EPSILON. Hybrid lining, Low Drag Stabilos, Air Scoop. EN/LTF B.",22,22.1,10.67,5.2,18.7,8.24,3.63,4.15,55,77,,,,,EN,B,,,
advance,EPSILON 9,2019,2022,paraglider,intermediate,false,47,polyester/aramid sheathed,"3-liner (split-A, ECS)",https://www.advance.swiss/en/services/downloads,"9th-gen EPSILON. Hybrid lining, Low Drag Stabilos, Air Scoop. EN/LTF B.",24,23.9,11.1,5.2,20.2,8.55,3.62,4.4,67,90,,,,,EN,B,,,
advance,EPSILON 9,2019,2022,paraglider,intermediate,false,47,polyester/aramid sheathed,"3-liner (split-A, ECS)",https://www.advance.swiss/en/services/downloads,"9th-gen EPSILON. Hybrid lining, Low Drag Stabilos, Air Scoop. EN/LTF B.",26,25.9,11.56,5.2,21.9,8.9,3.62,4.65,79,103,,,,,EN,B,,,
advance,EPSILON 9,2019,2022,paraglider,intermediate,false,47,polyester/aramid sheathed,"3-liner (split-A, ECS)",https://www.advance.swiss/en/services/downloads,"9th-gen EPSILON. Hybrid lining, Low Drag Stabilos, Air Scoop. EN/LTF B.",28,27.8,11.99,5.2,23.5,9.24,3.63,4.95,91,118,,,,,EN,B,,,
advance,EPSILON 9,2019,2022,paraglider,intermediate,false,47,polyester/aramid sheathed,"3-liner (split-A, ECS)",https://www.advance.swiss/en/services/downloads,"9th-gen EPSILON. Hybrid lining, Low Drag Stabilos, Air Scoop. EN/LTF B.",30,29.8,12.41,5.2,25.2,9.56,3.63,5.25,105,135,,,,,EN,B,,,
advance,EPSILON 8,2017,2019,paraglider,intermediate,false,45,polyester/aramid sheathed,3-liner,https://www.advance.swiss/en/services/downloads,8th-gen EPSILON. Sliced diagonal tech from OMEGA X-Alps. EN/LTF B.,23,22.5,10.76,5.15,19.0,8.37,3.68,4.15,55,75,,,,,EN,B,,,
advance,EPSILON 8,2017,2019,paraglider,intermediate,false,45,polyester/aramid sheathed,3-liner,https://www.advance.swiss/en/services/downloads,8th-gen EPSILON. Sliced diagonal tech from OMEGA X-Alps. EN/LTF B.,25,25.0,11.34,5.15,21.2,8.81,3.66,4.65,70,90,,,,,EN,B,,,
advance,EPSILON 8,2017,2019,paraglider,intermediate,false,45,polyester/aramid sheathed,3-liner,https://www.advance.swiss/en/services/downloads,8th-gen EPSILON. Sliced diagonal tech from OMEGA X-Alps. EN/LTF B.,27,27.0,11.79,5.15,22.8,9.15,3.67,4.95,80,105,,,,,EN,B,,,
advance,EPSILON 8,2017,2019,paraglider,intermediate,false,45,polyester/aramid sheathed,3-liner,https://www.advance.swiss/en/services/downloads,8th-gen EPSILON. Sliced diagonal tech from OMEGA X-Alps. EN/LTF B.,29,29.0,12.22,5.15,24.5,9.47,3.66,5.15,95,125,,,,,EN,B,,,
advance,EPSILON 7,2013,2017,paraglider,intermediate,false,38,aramid/Technora sheathed,"3-liner (split-A, SPI)",https://www.advance.swiss/en/services/downloads,"7th-gen EPSILON. Ring-Raff, 2-phase speed system, SPI. EN/LTF B.",23,23.0,10.88,5.15,19.5,8.56,3.76,4.25,60,90,,,,,EN,B,,,
advance,EPSILON 7,2013,2017,paraglider,intermediate,false,38,aramid/Technora sheathed,"3-liner (split-A, SPI)",https://www.advance.swiss/en/services/downloads,"7th-gen EPSILON. Ring-Raff, 2-phase speed system, SPI. EN/LTF B.",26,26.0,11.58,5.15,22.0,9.09,3.75,4.65,75,110,,,,,EN,B,,,
advance,EPSILON 7,2013,2017,paraglider,intermediate,false,38,aramid/Technora sheathed,"3-liner (split-A, SPI)",https://www.advance.swiss/en/services/downloads,"7th-gen EPSILON. Ring-Raff, 2-phase speed system, SPI. EN/LTF B.",28,28.0,12.01,5.15,23.7,9.43,3.75,5.45,85,125,,,,,EN,B,,,
advance,EPSILON 7,2013,2017,paraglider,intermediate,false,38,aramid/Technora sheathed,"3-liner (split-A, SPI)",https://www.advance.swiss/en/services/downloads,"7th-gen EPSILON. Ring-Raff, 2-phase speed system, SPI. EN/LTF B.",30,30.0,12.44,5.15,25.4,9.77,3.76,5.75,100,130,,,,,EN,B,,,
advance,EPSILON 6,2009,2013,paraglider,intermediate,false,38,aramid/Technora sheathed,3-liner,https://www.advance.swiss/en/services/downloads,"6th-gen EPSILON. Ring-Raff, Smart Sail System. EN/LTF B.",23,23.1,11.01,5.25,19.76,8.73,3.85,4.65,60,90,,,,,EN,B,,,
advance,EPSILON 6,2009,2013,paraglider,intermediate,false,38,aramid/Technora sheathed,3-liner,https://www.advance.swiss/en/services/downloads,"6th-gen EPSILON. Ring-Raff, Smart Sail System. EN/LTF B.",26,26.04,11.69,5.25,22.28,9.27,3.86,5.2,70,110,,,,,EN,B,,,
